tx_id,tx_hash,date_id,from_wallet_id,to_wallet_id,token_id,product_id,tx_type,amount_token,token_price_usd,amount_usd,gas_fee_usd,chain,status,block_number,created_at
6085,0x5cd88425922f5e4e4ccdf89801cff0d56bebeaa6821336a6fb77a032d7805905,20240918,71,29,9,1,mint,24734.033646,427.1864,10566042.79,50.4998,ethereum,confirmed,19937708,2024-09-18 07:59:00
6086,0x280a0612a72356f97338cb712e7d468eb9db3690d39640332e4e06d430f79428,20240719,57,235,2,9,stake,48987.347166,63349.3144,3103314857.24,,solana,confirmed,19024412,2024-07-19 19:02:00
6087,0x536ebc6c3c4017577bca41cc59ab7a6b59618dde5b6d74aaa2caa9b1fc7b2243,20240414,290,31,4,10,swap,44229.618573,0.9593,42429.47,3.6379,optimism,confirmed,19694826,2024-04-14 03:12:00
6088,0x7782c95e4798e2d318086b23b288a38d1211b648552d68399f7ca3d771cc32e9,20240322,204,217,7,,stake,18703.661557,1.2346,23091.54,71.5658,binance_smart_chain,confirmed,20916335,2024-03-22 01:44:00
6089,0x612cc41685167ccc9907d01e5e1dfb35dcc82e3af8ab28433e4ed02c874d8e50,20241107,236,241,5,1,approve,12534.165954,177.1256,2220121.67,25.5267,arbitrum,confirmed,19345694,2024-11-07 01:57:00
6090,0x794ab422485a15a472fe33e2a6566898a7b8424188c10de9ad5a985b4e7cac06,20240409,240,188,7,9,transfer,49505.10308,1.267,62722.97,26.5149,ethereum,confirmed,19002855,2024-04-09 03:33:00
6091,0x24cb8df78929e2dd767fb787f0cf22cca43f6cbcef466e2500d14fca1286a704,20240513,144,120,1,,approve,5130.535387,3302.4799,16943489.99,30.1887,optimism,confirmed,18648479,2024-05-13 14:40:00
6092,0xdbb0e6bbe676e10b7e6a865a1051f6cf2d3c1da570957f28bf63d96faa38e840,20241104,241,36,2,8,mint,35145.614513,66053.9558,2321506867.61,,polygon,pending,18635974,2024-11-04 18:18:00
6093,0xf6c0a55304f971cf94cc2d32ae074c4d17253309f5259a830ef0336c2470945a,20241023,64,111,2,9,bridge,20370.724312,64307.7389,1309995220.26,,ethereum,confirmed,18154548,2024-10-23 04:34:00
6094,0x8944bd2854777fcc09b8c8c5c320db5449769b83970b3347210933f92c9b46dd,20240209,176,98,3,1,bridge,34979.116358,1.0171,35577.26,39.8982,optimism,confirmed,20309933,2024-02-09 22:22:00
6095,0xcf8bf863cac573d7ea4810b38e2caec7704042d86e32e67712d6868dd08e949f,20240913,153,289,10,2,burn,26395.150928,17.4883,461606.32,58.4327,arbitrum,confirmed,18187115,2024-09-13 15:27:00
6096,0x15df0c29c242288842b7dcce1601f04ca069a8befa450be277fe07344060bcec,20240616,149,213,1,,stake,34719.809217,3328.6791,115571103.3,41.1729,polygon,reverted,19092465,2024-06-16 06:28:00
6097,0x0b3af0cd1a5d4e6eeef11262c0fa5cc5c911ca4c08ebf03290fbec388f09a5d2,20241221,58,134,3,,swap,20915.946577,1.0748,22480.46,53.7191,binance_smart_chain,confirmed,20276249,2024-12-21 01:14:00
6098,0x1863a6d96845bb8d5738e565b95e2719510dbec2061651dbc79c1c06e8c1037b,20240202,90,208,5,6,swap,17101.977803,161.3041,2758619.14,22.754,polygon,confirmed,20348960,2024-02-02 12:01:00
6099,0x86ce774c417f21022e3c6409b28cf46a24496d727f353db579ffc42364a1a933,20240602,271,81,9,4,burn,6869.050533,400.0173,2747739.05,17.2894,binance_smart_chain,confirmed,20555205,2024-06-02 08:10:00
6100,0x2a3938375ecd229f8b44b4e404846b190e1140dfa4893ca87f1d427067b709e9,20240407,17,280,4,9,stake,34763.579115,0.9855,34259.51,45.3959,binance_smart_chain,confirmed,19794107,2024-04-07 22:32:00
6101,0x24364e2b592f7dd57fdc739fe529ea30f46a5911776ff6264d2090b2d1a6f210,20241205,90,237,4,,transfer,43655.165086,0.9816,42851.91,66.3836,polygon,confirmed,18805683,2024-12-05 02:19:00
6102,0x16bd9824dff910bd68e2cdfde278c1aaee0dcc2464bf5bdcc1d5d8dd3a92dbdf,20241125,171,278,9,,swap,43362.290227,422.9137,18338506.6,5.3507,optimism,confirmed,20523934,2024-11-25 13:51:00
6103,0x12492c6a3ae2529bb61ec829277e3fc5223ed83f02a9e0f60caa27104ad4ecdf,20241109,121,30,7,,burn,14695.858849,1.2427,18262.54,38.6344,optimism,confirmed,19795681,2024-11-09 20:48:00
6104,0xed1011b6baa8e0a668b693182408a8539583f0249b1ca870582e60d07929ac5a,20240311,179,92,9,10,bridge,10808.291696,418.4629,4522869.09,29.6475,optimism,confirmed,18509454,2024-03-11 10:48:00
6105,0x62d79d4d19e5e47506a1058468590bc0c7fb0bafc0a6a997d3e66a93e9218927,20240621,266,151,3,,stake,1877.264287,0.9403,1765.19,43.7146,solana,confirmed,19484097,2024-06-21 19:28:00
6106,0xf30e47a69ff9dd2b8e94282ac67306eae2bea308d8fcf4667c1649d4eda233be,20240716,246,25,9,9,transfer,34675.868032,423.5735,14687778.79,2.1786,optimism,confirmed,18878007,2024-07-16 20:21:00
6107,0xb25b00393932f9c894bb38eb04a0180d5334ec1550f789ea74c3bc95508e23a0,20240225,241,9,8,4,swap,24554.262694,2.0002,49113.44,16.9512,polygon,confirmed,19672737,2024-02-25 07:25:00
6108,0x7e507bf1d02b6706adfdec17ed6ec62d66ee99e56ad9937d5a28537a44aef8fb,20240712,111,126,9,,approve,21757.313818,387.8694,8438996.26,78.0716,arbitrum,confirmed,19427677,2024-07-12 04:40:00
6109,0x9fcb92b2d188569171f5cfc021e6e988618b4d18ef1ac406d947dfb70b141c4b,20241009,114,100,10,10,mint,26849.031348,19.8116,531922.27,65.9565,binance_smart_chain,confirmed,19950557,2024-10-09 04:04:00
6110,0x82aea6bf9b3b49c1ac8647255342a77570a968cebe363e394614499487890f58,20240801,230,25,1,,burn,45874.55088,2953.4515,135488261.11,40.3855,arbitrum,confirmed,18719508,2024-08-01 13:08:00
6111,0x4e26ac57a0c051116909815dba4f6423a635504bdba99381911c74d6c5496494,20241117,136,3,9,,swap,20900.490108,392.1632,8196403.08,0.7836,ethereum,confirmed,19116362,2024-11-17 17:55:00
6112,0x4f14602d1c04746d3b4757e30a8ec42b3840a963e67c0faedc4f9121f86128dc,20241024,62,14,3,4,stake,37545.160068,1.0572,39692.74,74.5881,ethereum,confirmed,18228723,2024-10-24 06:21:00
6113,0x8d9dc0e28f46f0ed2f8610da1d778f2a2c53efba5ea6ca4cb78838c4a80d320f,20241115,273,184,10,6,mint,21696.274609,17.8105,386421.5,71.011,optimism,confirmed,19658993,2024-11-15 20:17:00
6114,0x4151c79117da6cccfa4a8d136dc25708034aabd19533719b98d2a9317f5afc1c,20240817,198,268,7,,mint,8434.464912,1.1872,10013.4,57.1748,solana,confirmed,19146947,2024-08-17 13:05:00
6115,0xdade0c7c147d79dc950a302a938401dd328238e7babe2090f85124556124ddf8,20241210,34,138,8,1,bridge,13239.14425,2.0233,26786.76,62.7224,binance_smart_chain,confirmed,20075933,2024-12-10 21:16:00
6116,0xb4a22b11bf081707de25b60881b52d997f23958d816e2b261ad772d6c1893b35,20240214,266,87,2,9,approve,34358.002836,62889.1514,2160745642.15,,solana,confirmed,20681311,2024-02-14 11:58:00
6117,0x73fc6b492f93b1b852cb6f450304b0972f2437a93f0f188f44fa7e945fa0c24e,20240503,20,185,9,7,bridge,23497.239872,422.7141,9932614.6,5.0883,solana,confirmed,18461658,2024-05-03 06:06:00
6118,0xbe1a3501cf43f1fbe790eb8f943445b525463253b50a2a7a441a4fa03cec492f,20240124,299,114,8,3,bridge,25968.978376,2.1041,54641.33,75.0939,solana,confirmed,20528219,2024-01-24 16:15:00
6119,0x5e862af710c21a7c69bbcb95fe7e8ba88abecb1e7c87c9eb45a50802d4abd805,20240315,46,49,8,10,mint,34487.022758,2.0498,70691.5,50.102,polygon,confirmed,20099166,2024-03-15 00:36:00
6120,0xece060fcb6828e0bf23736aaac8027450fbd6adb98b3de557f0ba4dd200d6940,20240308,270,207,6,2,swap,7599.929785,0.7948,6040.42,27.2229,binance_smart_chain,confirmed,20630775,2024-03-08 23:50:00
6121,0x62857ec18347f2b5dbb9e96b921136fbf30e3ce0cc47a6c404d906124f03ae80,20240710,147,134,8,3,transfer,11345.593233,1.9422,22035.41,71.5864,optimism,confirmed,18783695,2024-07-10 15:05:00
6122,0xef071057d6bc6fb62ae02ebe562081e3861ab7c724e37492970ffec5fe7ec33b,20241117,98,260,1,,mint,19385.204775,3315.8584,64278594.09,11.0155,optimism,confirmed,19587486,2024-11-17 14:44:00
6123,0x12a407bf9d0a20b9bffa078e64be4e9e64acb0389284ff411f230b617e7299ab,20240620,187,3,2,5,burn,15593.625356,62183.1754,969661140.63,,arbitrum,confirmed,20543680,2024-06-20 15:47:00
6124,0xc284a4b78cd9def6f10762fbd16afbea9b904e1e838f349d5645d66ea45efb10,20240928,77,297,10,,approve,29985.595425,17.563,526637.01,67.9052,binance_smart_chain,confirmed,20450667,2024-09-28 15:41:00
6125,0x4170ea31605144825ae78ce0e7d8cb476da5038994ae71baf0142ebe3d0d7e96,20240615,13,27,6,,swap,35502.121547,0.8183,29051.39,24.0159,ethereum,confirmed,19165392,2024-06-15 12:48:00
6126,0x835eda8c550ef999e2d8f33915fc9c3f671d1cd74e397d983a9866f0a443d070,20240604,142,243,4,10,mint,35201.956621,1.0377,36529.07,32.7981,arbitrum,confirmed,20669790,2024-06-04 11:44:00
6127,0xbb72359e45d8a043d3b3f6a5ed23b344896c760185e240eb14274e28340cf36b,20241205,69,288,10,10,swap,25231.804046,17.9659,453312.07,43.2211,ethereum,confirmed,19289819,2024-12-05 01:13:00
6128,0xdf18edc5933d19227b34ac4d58fdb4f912db387bd5cd256bc448b0579ac72968,20241102,161,95,5,,burn,15747.865166,173.2713,2728653.07,67.2185,polygon,confirmed,18814385,2024-11-02 13:00:00
6129,0x938416a57d11cc308ebfadab6f27d029ef8a3ca977e914aa0f198ce424a6a1f3,20240208,142,27,7,,mint,9719.450195,1.2414,12065.73,75.9852,arbitrum,confirmed,20140381,2024-02-08 11:51:00
6130,0x4a86e892948601d413167325efdb798d6427ce5e3382b8872b9b553aa84aec9a,20240607,187,66,4,7,unstake,48226.217088,1.0073,48578.27,60.7647,arbitrum,confirmed,18950230,2024-06-07 20:01:00
6131,0x4e3ab7ced81749517b7ef1e6938c9ba95244f62172429aa27667b80b8da3839c,20240810,275,175,7,,mint,19030.019248,1.2248,23307.97,36.6444,polygon,pending,20714538,2024-08-10 00:49:00
6132,0x539a8588905ee79df8d5ea25e20aeb08b8a8ccc95d50bf3880e6d493ab9e6c77,20240707,69,211,10,3,burn,33958.317581,18.2336,619182.38,32.6128,ethereum,confirmed,18024200,2024-07-07 22:00:00
6133,0x83f62e702ecd748dab2cd98e652e304872c1464635f0908398fe9ef1e2ba3dfb,20240516,197,134,8,8,bridge,6482.531232,1.9962,12940.43,57.4765,binance_smart_chain,confirmed,20659482,2024-05-16 21:35:00
6134,0x34d913f10f6a0dffbf812282c5d534c1c4d6727317739795df6a4bfb0fb9261c,20240113,181,272,4,5,unstake,6524.062184,1.0318,6731.53,36.1867,polygon,confirmed,20231999,2024-01-13 22:17:00
6135,0xf9109fdf6a069ca5053f37e6bec044e7880a31524f19bf757f203a4c31412856,20240316,56,179,5,,unstake,23230.706335,165.8858,3853644.3,34.4526,optimism,pending,18225182,2024-03-16 03:20:00
6136,0x3c82752f732cfa271db23644d109c59a3ee85e20888230a6c743aa601776e065,20240716,50,252,10,8,bridge,14979.674716,18.2563,273473.44,47.082,optimism,confirmed,19939162,2024-07-16 21:15:00
6137,0xb499dfb36e2be2ae8fbcb006d71c05c2b292ed426c0dcbcc94220b8218d09470,20240802,274,172,8,8,bridge,10981.589125,2.0929,22983.37,73.1819,solana,confirmed,18454090,2024-08-02 06:23:00
6138,0x4601c1d0ff8e87155e380cf18222a2da419d0938e93a66b0d339804c6ff3c4dd,20240513,233,271,3,3,transfer,18412.063106,1.0391,19131.97,31.3349,binance_smart_chain,confirmed,18550926,2024-05-13 21:01:00
6139,0x620c22c64d299fe7c48ced501034f0a08affb8ee0a4bc2243ab16afcc5b91bc5,20240421,83,146,6,6,unstake,25418.063529,0.8314,21132.58,41.4778,arbitrum,confirmed,18458243,2024-04-21 17:06:00
6140,0x92db08427c9a15561efa1bce5ef6192584a8c82e601555c1c163aba7279027bb,20240209,171,293,6,8,transfer,31217.890652,0.8582,26791.19,28.2364,optimism,confirmed,18448827,2024-02-09 08:45:00
6141,0x8693bc0fa2da0f26d71e4031424015c5b359d327755a7dc51e9aaca441e2ba38,20241117,191,7,8,5,bridge,48321.078984,2.0657,99816.85,5.3834,arbitrum,confirmed,20614960,2024-11-17 12:11:00
6142,0x8b2307820a5b2c7a12e3129edcd29b1a7b5e73df8faacd57d9597abb01e86dff,20240910,25,18,5,4,swap,6768.867334,163.6199,1107521.4,79.3319,arbitrum,confirmed,19125943,2024-09-10 05:33:00
6143,0x125ee5f45827fc9c493f554c3a20e6f1088cbd5be595277a9fb0d9f6f8fce210,20240625,282,88,2,,mint,41481.873923,67341.6597,2793458237.44,,polygon,confirmed,19178322,2024-06-25 22:38:00
6144,0x480213bb4782545ca302a43293838303c0f5067df8371d6ee356c2a689556127,20240720,240,146,9,1,swap,40654.577685,406.186,16513320.29,25.1841,ethereum,confirmed,19360129,2024-07-20 04:06:00
6145,0xa7b5c873a7ac4065b56d040713a79d56ee79d2f7fe572307b005b6f8c6193503,20240108,156,136,4,10,stake,48743.452798,1.0195,49693.95,7.6922,arbitrum,confirmed,19401549,2024-01-08 20:31:00
6146,0x10e883cbe588742e46f7986970f181a3bb6c29718a05ae12e37c3b9d39706c2a,20240915,121,149,8,5,transfer,45318.483216,2.1491,97393.95,18.6201,optimism,confirmed,20441343,2024-09-15 09:53:00
6147,0xf2bb3cf57e5d31bc2512c0e3134903a37db65589d9234e28898f19f5ac404ebb,20240114,40,136,8,3,burn,24939.801863,2.0943,52231.43,39.9304,ethereum,pending,19452920,2024-01-14 19:40:00
6148,0x8deba5835889b52605fd7e09191e5f50d74d5282c00f6b6e9236d395a444c141,20241009,246,54,8,6,mint,2948.282062,2.1498,6338.22,8.203,optimism,confirmed,18192630,2024-10-09 22:46:00
6149,0x01d8239c98d3c5795112f740b30c246fbbc36a118cd01550292b39b2eaad7849,20240126,255,198,3,,transfer,29814.724748,1.0094,30094.98,52.3481,solana,pending,18382838,2024-01-26 01:39:00
6150,0x0e081bdde74e0a740b035a582c96a49f0f3ce301430792553e6a825a0401bfad,20240809,224,151,1,,approve,27304.925275,3157.2239,86207762.67,21.8461,ethereum,confirmed,20926387,2024-08-09 18:40:00
6151,0x7c125fb600bacd4144950f22e37e0681f75717ed22e2bdf4f46e0dc6ab82d311,20240822,105,116,2,10,swap,11909.754152,65625.7558,781586617.62,,optimism,confirmed,20659448,2024-08-22 08:43:00
6152,0xa114d81b05da20f74a33ee54e28387e61ef5bdcbb48484202d53d1287135e8ca,20240128,205,121,9,1,approve,5963.877416,436.4411,2602881.22,63.5677,arbitrum,confirmed,18251124,2024-01-28 06:24:00
6153,0x86daa54a853966c6bb81bc2f349cdb88f8632a92e9870e00284d679b1164bd31,20240718,157,117,7,7,transfer,5152.505771,1.1384,5865.61,70.205,polygon,confirmed,19472383,2024-07-18 02:40:00
6154,0x44d2db546ed19df866a09c62a903b335fe83ca3d207aaeaef3b919829b4d1899,20240413,258,115,6,3,stake,11490.474544,0.8324,9564.67,34.1573,ethereum,confirmed,20515493,2024-04-13 07:22:00
6155,0x3c9da3c1938021e76ad6074aff96defbb028d116918446135fb045a6edd646a4,20240720,200,239,8,4,transfer,12802.44449,2.1721,27808.19,63.7867,arbitrum,confirmed,18493286,2024-07-20 23:16:00
6156,0x6732f7b2aab543b2d69d9f715ce47838f63854e26d4f70acc77df0f1efc6476f,20241018,213,178,4,7,mint,20451.720646,1.0781,22049.0,13.1066,optimism,confirmed,20388979,2024-10-18 23:30:00
6157,0x22e891502ea8be3315fff9e93f60cd7908e89fbb35a7087249a9f1677a82c5db,20240816,48,20,6,,unstake,47393.192355,0.8129,38525.93,46.6543,arbitrum,confirmed,18759959,2024-08-16 09:35:00
6158,0x36e00d2f87843c2d8170ca572c9696968f129b8761da04451daca4e6d5e81350,20240321,84,218,2,,burn,46032.408761,64797.5333,2982786539.57,,ethereum,confirmed,18867688,2024-03-21 15:05:00
6159,0x507aeeee5cefc9265511e0f3a3fd35c37bea29fd11d3c481843fb6f6fb97a446,20240725,272,94,4,8,stake,18728.826667,1.0472,19612.83,10.7439,arbitrum,confirmed,18108883,2024-07-25 02:14:00
6160,0xdd42e599b954a6c939dbc517a45c68890687516aded3fe7c8c8f461e6790c538,20240122,147,270,9,8,swap,6199.066887,429.1881,2660565.74,41.3703,optimism,confirmed,18537815,2024-01-22 02:16:00
6161,0xb2617d48e774d66262ce5282bc970532939a9f0ba997459a32d2a5240bb174f8,20240915,11,220,1,6,approve,32578.198878,3111.988,101382963.97,60.4893,optimism,confirmed,20447621,2024-09-15 11:31:00
6162,0x18b24791a8bc42e62cb7366f008a86deff91c366e501a48f296ed4e9273483e5,20241020,143,14,5,6,unstake,28061.680431,188.7147,5295651.6,79.0079,binance_smart_chain,confirmed,20661396,2024-10-20 16:39:00
6163,0x5b86ba56455eacd093ea27d329a6ec0d9135f7e820aaedfb68723e737607756f,20241105,102,128,1,5,mint,36513.723716,3191.395,116529715.3,29.7005,arbitrum,confirmed,20564069,2024-11-05 16:37:00
6164,0x1d1c3af8a0a84be3df03855778eda5c33f827d00c2b756685d96e2e85f71573f,20240915,229,268,9,1,bridge,3427.380259,449.9891,1542283.76,34.2806,polygon,confirmed,20032050,2024-09-15 10:34:00
6165,0xd53993da87666e502866913950ed5371c448a77577d26cbdd72ca38a998070e6,20240123,28,180,7,,unstake,24124.751418,1.1064,26691.62,21.8487,solana,confirmed,19919071,2024-01-23 11:39:00
6166,0x89f1c4e8f799a5c48d55e572e3432c90f67ac361b819e9bf1399485d5a81795c,20241021,70,36,6,,bridge,45123.784005,0.8177,36897.72,43.5445,optimism,confirmed,19779905,2024-10-21 13:12:00
6167,0x26ce77404212b424e642c463fc69b5d637435f1f559d602b65953a4b37cfa0c3,20241006,50,111,8,,mint,38841.264302,2.2649,87971.58,73.8496,optimism,confirmed,19377078,2024-10-06 13:59:00
6168,0x9f67804344ba3c728cd908c88578b2b50b2c0be367dc4ffa72541c89ef81bbea,20240522,116,138,8,3,approve,43017.280383,2.1099,90762.16,28.0528,binance_smart_chain,confirmed,20475588,2024-05-22 08:33:00
6169,0xe88a6fe3eb63abf09fb58fb226bc75a30ffc3a781b9a80884c413bcf1bb7f38d,20240113,275,49,9,,swap,33621.703911,397.8739,13377198.46,23.6156,polygon,confirmed,19565637,2024-01-13 00:13:00
6170,0x1e3b6d118317c10fcf7bdfae8bda49efa902f346cb86a9aad99a23f3fde07562,20241006,30,180,1,1,swap,22097.567508,3421.9741,75617303.69,39.5788,arbitrum,confirmed,19363152,2024-10-06 03:16:00
6171,0xd74ba964825871b80df0b325e2945c3975243b2f118c47cd63bd007533f09d7d,20240403,211,58,6,5,burn,29762.917601,0.8718,25947.31,43.198,binance_smart_chain,confirmed,18480528,2024-04-03 02:30:00
6172,0x325417462a2555639bae38056b4b719f3c644e02af0eeae4d2f771dccb16e44a,20240622,71,133,2,,bridge,44964.456734,69600.1174,3129531467.51,,ethereum,confirmed,20770670,2024-06-22 03:06:00
6173,0x0b613d0a0d9935295605c4429a2e15b182bca88df5797c13252d95989d9123ea,20241106,274,285,10,5,mint,31621.659433,17.6243,557309.61,44.4891,solana,confirmed,19477586,2024-11-06 17:10:00
6174,0xa60caa52976082aadec2ad62e7ea70c396280afc4bec7e5c2abd368c9a46eb75,20240320,297,1,3,2,burn,4505.937044,1.0505,4733.49,16.0093,optimism,pending,20221844,2024-03-20 16:38:00
6175,0xdcfef091258a2b745919af219b0a8c784153170ca39c528b8270f1a254e45a0f,20240520,36,255,8,9,bridge,48195.645016,2.0618,99369.78,45.5593,polygon,confirmed,19122498,2024-05-20 13:54:00
6176,0x0d56bd32f4a88cb17450377c71607d21229d48608b8a8c54ad6d771bf0adcb19,20241214,139,12,6,6,unstake,25302.711976,0.8259,20897.51,33.4178,ethereum,confirmed,20217323,2024-12-14 14:48:00
6177,0xccd440fbeb683777e1067c45de31fa45603b270b0eeea217de15f379189179f2,20240923,31,75,5,10,approve,36355.32083,177.4944,6452865.86,24.2513,arbitrum,confirmed,19972931,2024-09-23 00:36:00
6178,0x5d230a16edabb61284c8473eb4b6a75d40a562045565891e4532ce33ab0a3257,20241206,295,180,9,3,stake,35170.843687,396.4375,13943041.34,30.8793,solana,confirmed,19187311,2024-12-06 06:06:00
6179,0xb175e94ba8eefa567a87289b18e3347828b34ae6b2f95d924546f9588eb2b61e,20240807,47,282,8,1,burn,47439.144824,2.1692,102904.99,60.7322,optimism,confirmed,18176560,2024-08-07 17:26:00
6180,0xd5cf9c8b6a3c7fb282c9c6a3e13e9dfd0f5c32ce1c8293bdba1da8fdb17e9eb2,20241027,20,274,2,6,swap,28513.766182,67503.0786,1924766999.77,,solana,confirmed,20279904,2024-10-27 20:26:00
6181,0x5757fcbf685cc60c95b93bee8bba52ef253a97467d0d94efcdbf9472f26dcb79,20241121,101,2,6,9,burn,3832.675719,0.9097,3486.59,79.0307,ethereum,confirmed,18108448,2024-11-21 19:59:00
6182,0xd930f75680570fbe47b4d51b485c3dba501a43c6b772d00f04823248eaa7d1cc,20240913,96,178,5,,burn,24132.219046,167.3458,4038425.5,9.8632,polygon,confirmed,20330941,2024-09-13 08:36:00
6183,0x7ef4f20f1d59bbd6301c9b6bfb629bafaa6c5f664155450d16fca5d978c898df,20240314,106,57,7,7,bridge,12250.029547,1.216,14896.04,56.6268,ethereum,confirmed,18694604,2024-03-14 00:30:00
6184,0x1e260a2d9b61f05722385271a7ff0a03bc333c6a56ab66ac70edb1fd2b85b3f0,20240911,100,211,3,5,unstake,44286.464814,0.9763,43236.88,6.0858,arbitrum,confirmed,19048135,2024-09-11 15:03:00
6185,0xbb2944b4a45d5899e7184b2f8722808ae474a18dd18a4db21104928bc40d27a6,20240303,171,65,5,,burn,4949.968977,164.4949,814244.65,70.5163,optimism,confirmed,19034487,2024-03-03 12:55:00
6186,0x1944008669aee202f14cfd29de6ec3ac631b4be269b01bf31f77a424585701bc,20240402,168,106,10,1,transfer,45270.90916,19.726,893013.95,44.4016,optimism,confirmed,19852343,2024-04-02 22:25:00
6187,0x3111901fa9f250c426b9f7a80e7d60b4dceff10a6ebb6eb2be634d30112bf048,20241019,201,56,5,1,mint,26110.86809,182.5989,4767815.79,44.4077,solana,confirmed,19194854,2024-10-19 04:01:00
6188,0x5ea0b2172a57839200045c6cf30b7838823b338cf71657c9739bcd52d3e70e98,20240428,12,216,4,,approve,42730.247511,0.9985,42666.15,72.8713,polygon,confirmed,18599747,2024-04-28 13:43:00
6189,0x71daa009f5281ba7cba7d27a7565de33a92782560a1e6850557e82b516406dd4,20241218,72,98,2,,approve,35332.778885,62882.1522,2221801179.5,,optimism,confirmed,20449877,2024-12-18 22:07:00
6190,0x50023e73b3c7f96a782df394614ba83b1a81ee5bef81e62c710d2808404194e7,20240302,6,183,10,2,approve,22098.684979,18.7761,414927.12,47.2548,polygon,confirmed,20153451,2024-03-02 02:36:00
6191,0x82b9f1bd85ef6ac3e7b4595c09c9833176badf1a8dd162e29798fe7ea28a103d,20240624,91,133,2,,transfer,9885.168811,61565.1037,608581442.94,,polygon,confirmed,18330715,2024-06-24 21:59:00
6192,0x02fa500e8b977e388e4cab5426ae781f14f7e79852682b0d8f758a21ea8c4cfa,20241024,104,42,9,5,burn,27789.011863,436.319,12124873.87,26.2417,solana,confirmed,18205683,2024-10-24 11:16:00
6193,0xfcbb5286bfc52dc908697076d5afe0a609d5bfadaa9c7b423a91da03737aa7ec,20240625,148,278,3,10,stake,49962.594124,0.9801,48968.34,55.8351,polygon,confirmed,19575170,2024-06-25 03:53:00
6194,0xb44a0708a28e0cb0d774bd6833015154bf258d1a6e8a143728cc25a019e72033,20241013,218,131,5,9,stake,31126.666621,183.9498,5725744.1,20.9411,optimism,confirmed,18398778,2024-10-13 06:01:00
6195,0x2e71d4433ecd96bd002aac2dc6bfd8579c2b5eaf39b5347d75281f84067dfa7d,20240513,239,248,8,7,stake,24766.61983,2.2098,54729.28,9.5918,optimism,confirmed,20451246,2024-05-13 09:56:00
6196,0xacdc5054a4213faa30a5a62992214bdce1dffc86cc96a7330a9f788c29fe5293,20240608,45,219,10,,transfer,3696.537012,17.5865,65009.15,2.7887,arbitrum,confirmed,20530309,2024-06-08 01:58:00
6197,0x5226868c4f187c0afdaf36aa6c731b4d6205b1b8f690e41f9cb2c543c6d7ead4,20240308,37,300,10,,bridge,40013.90939,19.6694,787049.59,36.6781,arbitrum,confirmed,20756872,2024-03-08 08:07:00
6198,0x8d16a765f9bb2354febc848e032f8886c0ba888ad7b98ce927a0c451fa6bf10d,20241127,38,282,8,1,swap,2819.561825,2.1357,6021.74,35.8569,polygon,reverted,18723187,2024-11-27 02:59:00
6199,0x02666cbe4c6255a073ee3389ccc35ed683fe76eb56b40c1c0273765fee8bea37,20240312,188,88,3,9,swap,8489.334718,0.9575,8128.54,58.9044,arbitrum,confirmed,18223753,2024-03-12 02:35:00
6200,0x04c4c1316935873bc2c2d85e4f24f0184d0d70b8ea1402d8e2dc756e0b5aec0e,20240208,113,289,10,7,swap,12787.139334,17.8127,227773.48,53.1407,binance_smart_chain,confirmed,20621217,2024-02-08 01:28:00
6201,0x2e89618b4ee93db6bfb666ed8885e4c8275c4e84a989d3b3395aaac972aad506,20240521,50,3,5,1,approve,43042.867081,185.4581,7982648.35,79.2678,optimism,confirmed,20507309,2024-05-21 09:51:00
6202,0x9bab2d933e30211879b2f7c00e0dd03a2180aab587325f0f462caac99c48dbcf,20240915,205,271,3,,bridge,19830.008814,0.9465,18769.1,79.8079,arbitrum,confirmed,20538253,2024-09-15 04:00:00
6203,0x5ec36406c165ce1aa00787ab2fa5103ab510652c27d402a997ecdde31d7689b0,20241103,6,89,3,3,bridge,44457.347274,1.002,44546.26,33.9944,polygon,confirmed,20365437,2024-11-03 02:56:00
6204,0x4b03e65389d688b8c241efaf67bfa43f8608b73e12653a77bbd7743dbbe1405c,20240411,177,171,7,,transfer,5055.558402,1.1167,5645.54,17.3073,solana,confirmed,19005251,2024-04-11 11:33:00
6205,0x4d20e1294161ae44a09d4710b4088382b71d6a586597dd2b3d88520fb0c82467,20240620,5,288,6,,swap,3276.960267,0.9145,2996.78,63.325,solana,confirmed,18417034,2024-06-20 18:10:00
6206,0x812a6296fcb5deca4027c2549c8972ad4671c0da63bddb220a97221f9522ae97,20240219,195,144,5,,bridge,7572.700872,161.8728,1225814.29,30.2302,ethereum,confirmed,18006693,2024-02-19 16:16:00
6207,0xac1651fd5633f5075cd32de4a4a0ec222381a22a03038fb2c6f926b64a6dbbe3,20241107,173,233,10,,mint,43833.295128,18.7046,819884.25,70.5555,optimism,confirmed,19955552,2024-11-07 23:26:00
6208,0x43deb2b86384ad263392abb8e99e6c0e2039aff74b0e1f67a71e6cbd1e412b27,20240519,26,73,10,10,burn,34055.946308,19.8569,676245.52,61.6758,arbitrum,confirmed,19750575,2024-05-19 01:13:00
6209,0xc8c7392a7721ce1105aaae00451ae62dfdec1864d3db6ebb4246443490c8cff7,20240114,248,215,7,8,burn,22156.965158,1.2432,27545.54,38.5874,ethereum,reverted,20156972,2024-01-14 13:39:00
6210,0x67d9e72c625ef31c864d893258ed303af0542885b52d5c03333ddb8411377a0d,20240725,287,55,9,5,transfer,49659.420009,399.2163,19824849.92,72.3275,ethereum,confirmed,19900258,2024-07-25 05:22:00
